iter	Logloss
0	0.6008441178
1	0.5278633467
2	0.445492075
3	0.4029905041
4	0.3584248603
5	0.3321267327
6	0.3101078442
7	0.2910413412
8	0.2732645265
9	0.2527496928
10	0.2360545355
11	0.2228871738
12	0.2132547479
13	0.207327797
14	0.2006154967
15	0.1953654872
16	0.1919312312
17	0.1878399758
18	0.183018592
19	0.1772389877
20	0.1734795304
21	0.1701500197
22	0.1660904506
23	0.1635360954
24	0.1611449532
25	0.1588686994
26	0.1573693424
27	0.1559224438
28	0.1547847414
29	0.152989408
30	0.1514051156
31	0.1496363748
32	0.1481170901
33	0.1457647937
34	0.1441753818
35	0.1430655095
36	0.1415191775
37	0.140227886
38	0.1394285779
39	0.1385031001
40	0.137450367
41	0.1365133007
42	0.1343616571
43	0.1336107515
44	0.132464373
45	0.1319886359
46	0.1313823385
47	0.1309789726
48	0.1300504671
49	0.1294564627
50	0.1289647937
51	0.1282614692
52	0.1269074507
53	0.1263390202
54	0.1258922002
55	0.1254215715
56	0.1249347955
57	0.1243520901
58	0.1235783433
59	0.1230100251
60	0.1224583314
61	0.1219608368
62	0.1215436008
63	0.1212945897
64	0.1198708192
65	0.1188640588
66	0.1185452166
67	0.1182009497
68	0.117653914
69	0.1172249981
70	0.1168196653
71	0.1163620066
72	0.1155988115
73	0.115137134
74	0.1148527041
75	0.114275727
76	0.1138221805
77	0.1134393095
78	0.1130720725
79	0.1121548954
80	0.1119292991
81	0.1111763558
82	0.1108807443
83	0.1105425859
84	0.110254842
85	0.1098612556
86	0.1093506916
87	0.1091418187
88	0.1089351018
89	0.1084213306
90	0.1080841767
91	0.1077143228
92	0.107242799
93	0.1065989192
94	0.1060904953
95	0.1056346614
96	0.1054573645
97	0.1051197754
98	0.1049982374
99	0.1047975828
100	0.1045692241
101	0.1042170616
102	0.1039930715
103	0.1036828976
104	0.1033480836
105	0.1030212792
106	0.1023948075
107	0.1020082151
108	0.1017068112
109	0.1016072111
110	0.1014703655
111	0.1012565292
112	0.1012021467
113	0.1009976025
114	0.1007572503
115	0.1005510842
116	0.1003081555
117	0.1002502694
118	0.1000634349
119	0.09986026276
120	0.09972162906
121	0.09945282001
122	0.09927692759
123	0.09920038328
124	0.09908240919
125	0.09898557251
126	0.0986363801
127	0.09832815233
128	0.09828902805
129	0.09822200955
130	0.09807853515
131	0.09782289878
132	0.09728325257
133	0.09706153525
134	0.09679294078
135	0.09671176758
136	0.09626856151
137	0.09618677848
138	0.095930223
139	0.09565303811
140	0.09549242329
141	0.09533971892
142	0.09516171281
143	0.09497623309
144	0.0947905753
145	0.09469831966
146	0.0945666616
147	0.0944966111
148	0.09440067791
149	0.09425672607
150	0.09403289284
151	0.09388492193
152	0.09374245266
153	0.09364305438
154	0.09344799119
155	0.09342307781
156	0.09337685418
157	0.09320146848
158	0.09295010668
159	0.09284887782
160	0.09272735805
161	0.09256457198
162	0.09252904102
163	0.09246378696
164	0.09206952718
165	0.09191645851
166	0.09181548502
167	0.09162207338
168	0.09143437333
169	0.09139735451
170	0.09123784747
171	0.09109350257
172	0.09091180418
173	0.09071023559
174	0.09054428883
175	0.09043806081
176	0.09022586853
177	0.09016532327
178	0.09005859929
179	0.08986295706
180	0.08973200744
181	0.08964846466
182	0.08956253268
183	0.08942213754
184	0.0893998452
185	0.08928970957
186	0.08923715538
187	0.08921532826
188	0.08915694416
189	0.08894863296
190	0.08880029037
191	0.08863698578
192	0.08851761645
193	0.08840412718
194	0.08832592481
195	0.08824773714
196	0.08813075488
197	0.08808359483
198	0.08804248736
199	0.08788731618
200	0.0877533554
201	0.08764639026
202	0.08756469026
203	0.08747123878
204	0.08744501711
205	0.08706986302
206	0.08667738241
207	0.08658587268
208	0.08650130773
209	0.08642949216
210	0.0863116955
211	0.08624091631
212	0.08595759162
213	0.08584959098
214	0.08572052737
215	0.08562942596
216	0.08552881822
217	0.08530152415
218	0.0851979326
219	0.08503654469
220	0.08495651905
221	0.08488723836
222	0.08471833994
223	0.08465574039
224	0.08452182632
225	0.08445733499
226	0.08441072778
227	0.08432964939
228	0.08425349553
229	0.08421357258
230	0.08403188778
231	0.08400428858
232	0.08391853833
233	0.08380469976
234	0.08370550828
235	0.08365238121
236	0.08361689565
237	0.08350467765
238	0.08347283752
239	0.08342126667
240	0.08335212267
241	0.08330552594
242	0.08312595217
243	0.08303412852
244	0.08293362347
245	0.08287597079
246	0.08281970882
247	0.08274556448
248	0.0827048811
249	0.08260744323
250	0.08254570344
251	0.08251011305
252	0.08246119443
253	0.08240684968
254	0.08235957411
255	0.08226139276
256	0.08221264373
257	0.0821596329
258	0.08209639037
259	0.08198095083
260	0.08195416825
261	0.08189243647
262	0.08181091743
263	0.08176386311
264	0.08167545092
265	0.08162399674
266	0.08158069545
267	0.08152236717
268	0.08144104843
269	0.08137371792
270	0.08132884406
271	0.08129360571
272	0.08124118536
273	0.08120263017
274	0.08107194254
275	0.08100758359
276	0.08091830647
277	0.08088538477
278	0.08080629428
279	0.08077167755
280	0.080717314
281	0.08067857125
282	0.08063811601
283	0.08057002796
284	0.08044668655
285	0.08036581173
286	0.08032869104
287	0.08022627293
288	0.08019801805
289	0.08017360934
290	0.08011575831
291	0.08007114473
292	0.07995240772
293	0.079870152
294	0.07983458426
295	0.07976271171
296	0.07970838396
297	0.07965676131
298	0.07957949803
299	0.07953142749
300	0.07949341199
301	0.07944602665
302	0.07938205706
303	0.07935192533
304	0.07925953855
305	0.07919070473
306	0.07901073645
307	0.0789502377
308	0.0789003209
309	0.07886503486
310	0.07879429818
311	0.07871391312
312	0.0786557184
313	0.0786030421
314	0.07855707594
315	0.07846494259
316	0.0784346434
317	0.07836241991
318	0.07828642353
319	0.07822359522
320	0.07819904168
321	0.0781564702
322	0.07812768684
323	0.07804772181
324	0.07803044245
325	0.07799365149
326	0.0779440503
327	0.07791683771
328	0.07790504553
329	0.07785794588
330	0.07781790749
331	0.0777991913
332	0.07772502273
333	0.07769317495
334	0.07764367293
335	0.07760393874
336	0.07756479491
337	0.07754543756
338	0.07748498033
339	0.07742290873
340	0.07738729476
341	0.07733966968
342	0.07729819194
343	0.07724572196
344	0.07718523231
345	0.07715127979
346	0.07711200146
347	0.07703845341
348	0.07699900275
349	0.07694569189
350	0.0768995396
351	0.07682698016
352	0.07672922668
353	0.07669389397
354	0.07666660605
355	0.07664410151
356	0.07658646912
357	0.07655335046
358	0.07653058421
359	0.07648475546
360	0.0764635749
361	0.0764363888
362	0.07642087632
363	0.0763881825
364	0.0763283753
365	0.07629630472
366	0.07627382602
367	0.07624341436
368	0.07619549917
369	0.07615110473
370	0.07611601583
371	0.07609860491
372	0.07595463933
373	0.07591035732
374	0.07587360842
375	0.07583066034
376	0.07577970646
377	0.0757255932
378	0.07567089665
379	0.07563667536
380	0.07562073759
381	0.07557529112
382	0.07555113863
383	0.07547550986
384	0.07543307419
385	0.07540082052
386	0.0753791946
387	0.07535475039
388	0.07530943385
389	0.07526256967
390	0.07525251871
391	0.07524118523
392	0.07520217517
393	0.0751949862
394	0.07515784663
395	0.07514141303
396	0.07511589246
397	0.07507135139
398	0.07499779804
399	0.07493108501
400	0.07490489138
401	0.07486953255
402	0.07477474981
403	0.07472062369
404	0.07470452144
405	0.07466523481
406	0.07462020049
407	0.07459117726
408	0.0745851217
409	0.07455845393
410	0.0745030442
411	0.07446791872
412	0.07445705497
413	0.0744153674
414	0.07435095405
415	0.07428828001
416	0.07426622822
417	0.07422235622
418	0.07419923883
419	0.07410463473
420	0.07402128423
421	0.07398791115
422	0.07385717524
423	0.07382249261
424	0.07377407698
425	0.07375279773
426	0.07370513634
427	0.07369467036
428	0.07367926337
429	0.07365648502
430	0.07360669083
431	0.0735767261
432	0.07352433091
433	0.07346020803
434	0.07342886178
435	0.07339083565
436	0.07330461393
437	0.07327147117
438	0.07322626491
439	0.0731237388
440	0.07308666072
441	0.07305688995
442	0.07301659241
443	0.07296834552
444	0.07290027664
445	0.07285031152
446	0.07281860561
447	0.07276693488
448	0.07274543295
449	0.07273784287
450	0.07270344903
451	0.07266830362
452	0.07266108368
453	0.07263500358
454	0.07259636057
455	0.07255678935
456	0.07253600631
457	0.07253104703
458	0.07248996149
459	0.07248081445
460	0.07246395063
461	0.07243303145
462	0.07239797625
463	0.07235562125
464	0.07231003594
465	0.07226190773
466	0.07224098201
467	0.07219455616
468	0.07215235483
469	0.07211315772
470	0.07209096212
471	0.07205873824
472	0.07202773558
473	0.07201677004
474	0.07198466684
475	0.07194143933
476	0.0718597498
477	0.07185084025
478	0.07179898333
479	0.07175415769
480	0.07172948598
481	0.07170107907
482	0.07168805419
483	0.07165292855
484	0.07161079293
485	0.07157828865
486	0.07153956818
487	0.07146140398
488	0.07145208785
489	0.07139054459
490	0.07138076298
491	0.07136848131
492	0.07133402183
493	0.07126968219
494	0.07121682853
495	0.07109562428
496	0.07103810669
497	0.07101525045
498	0.07099301963
499	0.07094471716
500	0.07091582808
501	0.07086509327
502	0.07083468317
503	0.07080066053
504	0.07070954225
505	0.07068207641
506	0.07064639542
507	0.07060955922
508	0.07055925436
509	0.0705382393
510	0.07050552521
511	0.07047659283
512	0.07044551813
513	0.07041339645
514	0.07038461857
515	0.07031510523
516	0.07027589975
517	0.07018628508
518	0.07014256273
519	0.07011264586
520	0.07003153593
521	0.06998770047
522	0.06995624461
523	0.06993237447
524	0.06991135965
525	0.0698944187
526	0.06980272966
527	0.06976097947
528	0.06971855072
529	0.06969507381
530	0.0696664157
531	0.06961078555
532	0.06957533208
533	0.06954082969
534	0.06950399369
535	0.06947915129
536	0.06946023575
537	0.06937719449
538	0.0692618868
539	0.06923630052
540	0.06920281484
541	0.06918596099
542	0.06916390864
543	0.06913610649
544	0.0690986524
545	0.06905934432
546	0.06901057919
547	0.06897238437
548	0.06893131069
549	0.06890921484
550	0.06886492468
551	0.06884183209
552	0.06880942869
553	0.06879174823
554	0.06875615889
555	0.06873005161
556	0.06870049022
557	0.06867420191
558	0.06863271767
559	0.06859603727
560	0.06855096265
561	0.06853285979
562	0.06849532535
563	0.06847671867
564	0.06842463908
565	0.06840276536
566	0.06838527511
567	0.06836241735
568	0.06833598325
569	0.0683286479
570	0.06829764474
571	0.0682706722
572	0.06823646044
573	0.0682155141
574	0.06818611492
575	0.06816768065
576	0.06812504597
577	0.06802969847
578	0.06798637548
579	0.06795496757
580	0.06791420231
581	0.06786320855
582	0.06782115692
583	0.06779561372
584	0.06777382432
585	0.06775037403
586	0.06773675228
587	0.0677177062
588	0.06767864029
589	0.06764824825
590	0.06762280739
591	0.06751625331
592	0.06748958052
593	0.06746817033
594	0.0674448679
595	0.06742237571
596	0.06738516326
597	0.06734718759
598	0.0672831467
599	0.06726475136
600	0.06723517503
601	0.06719784586
602	0.06718324842
603	0.06715490284
604	0.06714591873
605	0.06713141018
606	0.06712173258
607	0.0670892101
608	0.06707277208
609	0.06703496495
610	0.06701675052
611	0.06697772537
612	0.06692757063
613	0.06685692809
614	0.06682753696
615	0.06679778228
616	0.06676755662
617	0.06672320153
618	0.0667149913
619	0.06662373858
620	0.06658451491
621	0.06657335878
622	0.06654296334
623	0.06652273588
624	0.06646908656
625	0.06644236844
626	0.06643111557
627	0.06637209308
628	0.06635259858
629	0.06630061241
630	0.06627308221
631	0.0662420284
632	0.06621134489
633	0.06617284818
634	0.06611137604
635	0.06609730301
636	0.06608038878
637	0.06605749101
638	0.06602808718
639	0.06597202306
640	0.06594129112
641	0.06591357946
642	0.06588567957
643	0.06587286492
644	0.06582774876
645	0.06579298972
646	0.06574694241
647	0.06572094511
648	0.06571360794
649	0.06568977833
650	0.06567385761
651	0.06563810962
652	0.06560709428
653	0.06558350785
654	0.06556606935
655	0.06553934652
656	0.06550847912
657	0.06548190233
658	0.0654442306
659	0.06541869789
660	0.065380744
661	0.06535746372
662	0.06532293558
663	0.06530370716
664	0.06527575045
665	0.06522618834
666	0.06517465791
667	0.06509419917
668	0.06506595319
669	0.06503542312
670	0.06502137201
671	0.06496419825
672	0.06493897324
673	0.06491449886
674	0.06488645442
675	0.06485325728
676	0.06481838193
677	0.06480191627
678	0.06478163606
679	0.06475453246
680	0.06470740773
681	0.06468949632
682	0.06466745525
683	0.06464091779
684	0.06460168586
685	0.06457044986
686	0.06456662156
687	0.06451586169
688	0.06448697291
689	0.06447452333
690	0.06445837067
691	0.0644137903
692	0.06438147166
693	0.06435834313
694	0.06432519186
695	0.06431638201
696	0.06428555817
697	0.06426778539
698	0.06425240213
699	0.06423059288
700	0.06421350868
701	0.06419180334
702	0.0641683167
703	0.06413096508
704	0.06410603944
705	0.06407537495
706	0.06404915474
707	0.06399668081
708	0.06396918768
709	0.06394859509
710	0.06392259916
711	0.06389828862
712	0.06387769557
713	0.06383503206
714	0.06381120509
715	0.06379491523
716	0.06378355392
717	0.06376203877
718	0.06373645883
719	0.06373138623
720	0.06371006858
721	0.06364851519
722	0.06363550195
723	0.06358737719
724	0.06353935549
725	0.06351161763
726	0.06346006986
727	0.06343984729
728	0.06340314053
729	0.06336020303
730	0.06333317935
731	0.0633174919
732	0.06328798561
733	0.06325907117
734	0.06321787484
735	0.06316526862
736	0.06312673278
737	0.06311689289
738	0.06309992285
739	0.06308995916
740	0.06307121402
741	0.06303286152
742	0.06300414744
743	0.0629745443
744	0.06295517375
745	0.0629133647
746	0.0628885792
747	0.06287615233
748	0.0628288034
749	0.06279630372
750	0.06276979757
751	0.06273673422
752	0.06270739053
753	0.0626998264
754	0.0626766683
755	0.0626553675
756	0.06262561894
757	0.0625907872
758	0.06255834004
759	0.06252543867
760	0.06250637826
761	0.06248180619
762	0.06245644053
763	0.06242441362
764	0.0624008362
765	0.06238816308
766	0.06236442426
767	0.06234210807
768	0.0623258569
769	0.06229536682
770	0.06226085391
771	0.06223333532
772	0.06220458436
773	0.0621747574
774	0.06210862229
775	0.06208536946
776	0.06207227544
777	0.06204878337
778	0.06200041599
779	0.06199007649
780	0.06196264274
781	0.06192609643
782	0.06190318569
783	0.06187888783
784	0.06184500649
785	0.06182664601
786	0.06179376373
787	0.06177001647
788	0.06174977632
789	0.06173509215
790	0.06170590912
791	0.06168511747
792	0.06165140718
793	0.06164982381
